prop,verified,time_s
0,1,5.2
1,1,5.1
2,0,12794.6
3,1,4.8
4,1,2295.7
5,0,9301.9
6,1,2142.4
7,0,11221.6
8,0,8664.0
9,1,1379.1
10,1,4.4
11,0,10766.7
12,0,9746.9
13,1,4.4
14,1,5.0
15,0,10183.5
16,1,5.1
17,1,4.7
18,0,11704.2
19,1,1255.1
